ID,SiteID,Toponym,Type,Period,subOcc,StartDate,EndDate,duration,Longitude,Latitude,Long_Cord,Lat_Cord,Notes,LocQual,Sources,surveyLink,geometry,popup_text,Period_large,Num_Inscriptions
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIA,0,-1550,-1450,100,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: LC_IIA,LC,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIB,0,-1450,-1300,150,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: LC_IIB,LC,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIC,0,-1300,-1200,100,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: LC_IIC,LC,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIIA,0,-1200,-1100,100,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIIB,0,-1100,-1050,50,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,Hel_I,1,-312,-200,112,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: Hel_I,Hellenistic,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,Hel_II,1,-200,-58,142,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: Hel_II,Hellenistic,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,E_Rom_I,1,-58,50,108,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,E_Rom_II,1,50,250,200,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993,POINT (32.47985389 34.76800139),ID: CY3<br>Toponym: Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY4, ,Anarita Eliouthkia,settlement,LC_IIA,0,-1550,-1450,100,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: LC_IIA,LC,0
CY4, ,Anarita Eliouthkia,settlement,LC_IIB,0,-1450,-1300,150,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: LC_IIB,LC,0
CY4, ,Anarita Eliouthkia,settlement,LC_IIC,0,-1300,-1200,100,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: LC_IIC,LC,0
CY4, ,Anarita Eliouthkia,settlement,LC_IIIA,0,-1200,-1100,100,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY4, ,Anarita Eliouthkia,settlement,LC_IIIB,0,-1100,-1050,50,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY4, ,Anarita Eliouthkia,settlement,CG_II,1,-950,-900,50,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: CG_II,Geometric,0
CY4, ,Anarita Eliouthkia,settlement,CG_III,1,-900,-750,150,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: CG_III,Geometric,0
CY4, ,Anarita Eliouthkia,settlement,CA_I,1,-750,-600,150,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: CA_I,Archaic,0
CY4, ,Anarita Eliouthkia,settlement,CA_II,1,-600,-475,125,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: CA_II,Archaic,0
CY4, ,Anarita Eliouthkia,settlement,CC_I,1,-475,-400,75,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: CC_I,Classical,0
CY4, ,Anarita Eliouthkia,settlement,CC_II,1,-400,-312,88,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: CC_II,Classical,0
CY4, ,Anarita Eliouthkia,settlement,Hel_I,1,-312,-200,112,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: Hel_I,Hellenistic,0
CY4, ,Anarita Eliouthkia,settlement,Hel_II,1,-200,-58,142,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993,POINT (32.51714126 34.7301634),ID: CY4<br>Toponym: Anarita Eliouthkia<br>Type: settlement<br>Period: Hel_II,Hellenistic,0
CY5,425,Kidasi Asproyi,settlement,CA_I,1,-750,-600,150,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993,POINT (32.7266573 34.81173897),ID: CY5<br>Toponym: Kidasi Asproyi<br>Type: settlement<br>Period: CA_I,Archaic,0
CY5,425,Kidasi Asproyi,settlement,CA_II,1,-600,-475,125,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993,POINT (32.7266573 34.81173897),ID: CY5<br>Toponym: Kidasi Asproyi<br>Type: settlement<br>Period: CA_II,Archaic,0
CY5,425,Kidasi Asproyi,settlement,E_Rom_II,2,50,250,200,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993,POINT (32.7266573 34.81173897),ID: CY5<br>Toponym: Kidasi Asproyi<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY6, ,Maa Palaiokastro,settlement,LC_IIC,1,-1300,-1200,100,441766.0,3856992.0,32.36296795,34.85359037, ,A,Georgious 2006; Agapiou et al 2020,LC 174;  ,POINT (32.36296795 34.85359037),ID: CY6<br>Toponym: Maa Palaiokastro<br>Type: settlement<br>Period: LC_IIC,LC,14
CY6, ,Maa Palaiokastro,settlement,LC_IIIA,1,-1200,-1100,100,441766.0,3856992.0,32.36296795,34.85359037, ,A,Georgious 2006; Agapiou et al 2020,LC 174;  ,POINT (32.36296795 34.85359037),ID: CY6<br>Toponym: Maa Palaiokastro<br>Type: settlement<br>Period: LC_IIIA,LC,14
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIA,1,-1550,-1450,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979,POINT (34.3961163 35.57645811),ID: CY9<br>Toponym: Rizokarpaso Sylla<br>Type: settlement<br>Period: LC_IIA,LC,0
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIB,1,-1450,-1300,150,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979,POINT (34.3961163 35.57645811),ID: CY9<br>Toponym: Rizokarpaso Sylla<br>Type: settlement<br>Period: LC_IIB,LC,0
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIC,1,-1300,-1200,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979,POINT (34.3961163 35.57645811),ID: CY9<br>Toponym: Rizokarpaso Sylla<br>Type: settlement<br>Period: LC_IIC,LC,0
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIIA,1,-1200,-1100,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979,POINT (34.3961163 35.57645811),ID: CY9<br>Toponym: Rizokarpaso Sylla<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIIB,1,-1100,-1050,50,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979,POINT (34.3961163 35.57645811),ID: CY9<br>Toponym: Rizokarpaso Sylla<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY10,LC 236,Trikomo Krina,settlement,LC_IIA,1,-1550,-1450,100,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979,POINT (33.85456675 35.28636779),ID: CY10<br>Toponym: Trikomo Krina<br>Type: settlement<br>Period: LC_IIA,LC,0
CY10,LC 236,Trikomo Krina,settlement,LC_IIB,1,-1450,-1300,150,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979,POINT (33.85456675 35.28636779),ID: CY10<br>Toponym: Trikomo Krina<br>Type: settlement<br>Period: LC_IIB,LC,0
CY10,LC 236,Trikomo Krina,settlement,LC_IIC,1,-1300,-1200,100,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979,POINT (33.85456675 35.28636779),ID: CY10<br>Toponym: Trikomo Krina<br>Type: settlement<br>Period: LC_IIC,LC,0
CY10,LC 236,Trikomo Krina,settlement,LC_IIIA,1,-1200,-1100,100,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979,POINT (33.85456675 35.28636779),ID: CY10<br>Toponym: Trikomo Krina<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY10,LC 236,Trikomo Krina,settlement,LC_IIIB,1,-1100,-1050,50,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979,POINT (33.85456675 35.28636779),ID: CY10<br>Toponym: Trikomo Krina<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIA,1,-1550,-1450,100,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979,POINT (33.04269815 35.31763253),ID: CY11<br>Toponym: Dhiorios Kupous<br>Type: settlement<br>Period: LC_IIA,LC,0
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIB,1,-1450,-1300,150,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979,POINT (33.04269815 35.31763253),ID: CY11<br>Toponym: Dhiorios Kupous<br>Type: settlement<br>Period: LC_IIB,LC,0
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIC,1,-1300,-1200,100,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979,POINT (33.04269815 35.31763253),ID: CY11<br>Toponym: Dhiorios Kupous<br>Type: settlement<br>Period: LC_IIC,LC,0
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIIA,1,-1200,-1100,100,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979,POINT (33.04269815 35.31763253),ID: CY11<br>Toponym: Dhiorios Kupous<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIIB,1,-1100,-1050,50,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979,POINT (33.04269815 35.31763253),ID: CY11<br>Toponym: Dhiorios Kupous<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIA,1,-1550,-1450,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979,POINT (33.32750757 35.2792551),ID: CY15<br>Toponym: Dhikomo Plakes<br>Type: settlement<br>Period: LC_IIA,LC,0
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIB,1,-1450,-1300,150,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979,POINT (33.32750757 35.2792551),ID: CY15<br>Toponym: Dhikomo Plakes<br>Type: settlement<br>Period: LC_IIB,LC,0
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIC,1,-1300,-1200,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979,POINT (33.32750757 35.2792551),ID: CY15<br>Toponym: Dhikomo Plakes<br>Type: settlement<br>Period: LC_IIC,LC,0
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIIA,1,-1200,-1100,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979,POINT (33.32750757 35.2792551),ID: CY15<br>Toponym: Dhikomo Plakes<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIIB,1,-1100,-1050,50,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979,POINT (33.32750757 35.2792551),ID: CY15<br>Toponym: Dhikomo Plakes<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY21,LC 238,Vasilia Loukkos Trachonas,settlement,LC_IIA,1,-1550,-1450,100,509606.9334,3911999.607,33.10573333,35.35123191, ,B,Catling 1962; Stanley Price 1979,K 81; Stanley Price 1979,POINT (33.10573333 35.35123191),ID: CY21<br>Toponym: Vasilia Loukkos Trachonas<br>Type: settlement<br>Period: LC_IIA,LC,0
CY21,LC 238,Vasilia Loukkos Trachonas,settlement,LC_IIB,1,-1450,-1300,150,509606.9334,3911999.607,33.10573333,35.35123191, ,B,Catling 1962; Stanley Price 1979,K 81; Stanley Price 1979,POINT (33.10573333 35.35123191),ID: CY21<br>Toponym: Vasilia Loukkos Trachonas<br>Type: settlement<br>Period: LC_IIB,LC,0
CY21,LC 238,Vasilia Loukkos Trachonas,settlement,LC_IIC,1,-1300,-1200,100,509606.9334,3911999.607,33.10573333,35.35123191, ,B,Catling 1962; Stanley Price 1979,K 81; Stanley Price 1979,POINT (33.10573333 35.35123191),ID: CY21<br>Toponym: Vasilia Loukkos Trachonas<br>Type: settlement<br>Period: LC_IIC,LC,0
CY21,LC 238,Vasilia Loukkos Trachonas,settlement,LC_IIIA,1,-1200,-1100,100,509606.9334,3911999.607,33.10573333,35.35123191, ,B,Catling 1962; Stanley Price 1979,K 81; Stanley Price 1979,POINT (33.10573333 35.35123191),ID: CY21<br>Toponym: Vasilia Loukkos Trachonas<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY21,LC 238,Vasilia Loukkos Trachonas,settlement,LC_IIIB,1,-1100,-1050,50,509606.9334,3911999.607,33.10573333,35.35123191, ,B,Catling 1962; Stanley Price 1979,K 81; Stanley Price 1979,POINT (33.10573333 35.35123191),ID: CY21<br>Toponym: Vasilia Loukkos Trachonas<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY24,LC 240,Vasilia Chiliomoudhousa,settlement,LC_IIA,1,-1550,-1450,100,511193.9076,3912796.445,33.12321035,35.35840037, ,B,Catling 1962; Stanley Price 1979,K 88; Stanley Price 1979,POINT (33.12321035 35.35840037),ID: CY24<br>Toponym: Vasilia Chiliomoudhousa<br>Type: settlement<br>Period: LC_IIA,LC,0
CY24,LC 240,Vasilia Chiliomoudhousa,settlement,LC_IIB,1,-1450,-1300,150,511193.9076,3912796.445,33.12321035,35.35840037, ,B,Catling 1962; Stanley Price 1979,K 88; Stanley Price 1979,POINT (33.12321035 35.35840037),ID: CY24<br>Toponym: Vasilia Chiliomoudhousa<br>Type: settlement<br>Period: LC_IIB,LC,0
CY24,LC 240,Vasilia Chiliomoudhousa,settlement,LC_IIC,1,-1300,-1200,100,511193.9076,3912796.445,33.12321035,35.35840037, ,B,Catling 1962; Stanley Price 1979,K 88; Stanley Price 1979,POINT (33.12321035 35.35840037),ID: CY24<br>Toponym: Vasilia Chiliomoudhousa<br>Type: settlement<br>Period: LC_IIC,LC,0
CY24,LC 240,Vasilia Chiliomoudhousa,settlement,LC_IIIA,1,-1200,-1100,100,511193.9076,3912796.445,33.12321035,35.35840037, ,B,Catling 1962; Stanley Price 1979,K 88; Stanley Price 1979,POINT (33.12321035 35.35840037),ID: CY24<br>Toponym: Vasilia Chiliomoudhousa<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY24,LC 240,Vasilia Chiliomoudhousa,settlement,LC_IIIB,1,-1100,-1050,50,511193.9076,3912796.445,33.12321035,35.35840037, ,B,Catling 1962; Stanley Price 1979,K 88; Stanley Price 1979,POINT (33.12321035 35.35840037),ID: CY24<br>Toponym: Vasilia Chiliomoudhousa<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY25,EC 159,Vasilia,settlement,LC_IIA,1,-1550,-1450,100,511497.7657,3911311.429,33.12653399,35.34500668, ,B,Catling 1962; Stanley Price 1979,K 89; Stanley Price 1979,POINT (33.12653399 35.34500668),ID: CY25<br>Toponym: Vasilia<br>Type: settlement<br>Period: LC_IIA,LC,0
CY25,EC 159,Vasilia,settlement,LC_IIB,1,-1450,-1300,150,511497.7657,3911311.429,33.12653399,35.34500668, ,B,Catling 1962; Stanley Price 1979,K 89; Stanley Price 1979,POINT (33.12653399 35.34500668),ID: CY25<br>Toponym: Vasilia<br>Type: settlement<br>Period: LC_IIB,LC,0
CY25,EC 159,Vasilia,settlement,LC_IIC,1,-1300,-1200,100,511497.7657,3911311.429,33.12653399,35.34500668, ,B,Catling 1962; Stanley Price 1979,K 89; Stanley Price 1979,POINT (33.12653399 35.34500668),ID: CY25<br>Toponym: Vasilia<br>Type: settlement<br>Period: LC_IIC,LC,0
CY25,EC 159,Vasilia,settlement,LC_IIIA,1,-1200,-1100,100,511497.7657,3911311.429,33.12653399,35.34500668, ,B,Catling 1962; Stanley Price 1979,K 89; Stanley Price 1979,POINT (33.12653399 35.34500668),ID: CY25<br>Toponym: Vasilia<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY25,EC 159,Vasilia,settlement,LC_IIIB,1,-1100,-1050,50,511497.7657,3911311.429,33.12653399,35.34500668, ,B,Catling 1962; Stanley Price 1979,K 89; Stanley Price 1979,POINT (33.12653399 35.34500668),ID: CY25<br>Toponym: Vasilia<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY27,LC 159,Larnaka Chrysopolitissa,settlement,LC_IIA,1,-1550,-1450,100,557252.7612,3865096.866,33.62685352,34.92672821, ,B,Catling 1962; Stanley Price 1979,La 15; Stanley Price 1979,POINT (33.62685352 34.92672821),ID: CY27<br>Toponym: Larnaka Chrysopolitissa<br>Type: settlement<br>Period: LC_IIA,LC,125
CY27,LC 159,Larnaka Chrysopolitissa,settlement,LC_IIB,1,-1450,-1300,150,557252.7612,3865096.866,33.62685352,34.92672821, ,B,Catling 1962; Stanley Price 1979,La 15; Stanley Price 1979,POINT (33.62685352 34.92672821),ID: CY27<br>Toponym: Larnaka Chrysopolitissa<br>Type: settlement<br>Period: LC_IIB,LC,125
CY27,LC 159,Larnaka Chrysopolitissa,settlement,LC_IIC,1,-1300,-1200,100,557252.7612,3865096.866,33.62685352,34.92672821, ,B,Catling 1962; Stanley Price 1979,La 15; Stanley Price 1979,POINT (33.62685352 34.92672821),ID: CY27<br>Toponym: Larnaka Chrysopolitissa<br>Type: settlement<br>Period: LC_IIC,LC,125
CY27,LC 159,Larnaka Chrysopolitissa,settlement,LC_IIIA,1,-1200,-1100,100,557252.7612,3865096.866,33.62685352,34.92672821, ,B,Catling 1962; Stanley Price 1979,La 15; Stanley Price 1979,POINT (33.62685352 34.92672821),ID: CY27<br>Toponym: Larnaka Chrysopolitissa<br>Type: settlement<br>Period: LC_IIIA,LC,125
CY27,LC 159,Larnaka Chrysopolitissa,settlement,LC_IIIB,1,-1100,-1050,50,557252.7612,3865096.866,33.62685352,34.92672821, ,B,Catling 1962; Stanley Price 1979,La 15; Stanley Price 1979,POINT (33.62685352 34.92672821),ID: CY27<br>Toponym: Larnaka Chrysopolitissa<br>Type: settlement<br>Period: LC_IIIB,LC,125
CY28,VVS 87,Mari Mesovouni,settlement,LC_IIA,2,-1550,-1450,100,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: LC_IIA,LC,0
CY28,VVS 87,Mari Mesovouni,settlement,LC_IIB,2,-1450,-1300,150,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: LC_IIB,LC,0
CY28,VVS 87,Mari Mesovouni,settlement,LC_IIC,2,-1300,-1200,100,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: LC_IIC,LC,0
CY28,VVS 87,Mari Mesovouni,settlement,LC_IIIA,2,-1200,-1100,100,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY28,VVS 87,Mari Mesovouni,settlement,LC_IIIB,2,-1100,-1050,50,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY28,VVS 87,Mari Mesovouni,settlement,CA_I,3,-750,-600,150,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: CA_I,Archaic,0
CY28,VVS 87,Mari Mesovouni,settlement,CA_II,3,-600,-475,125,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: CA_II,Archaic,0
CY28,VVS 87,Mari Mesovouni,settlement,Hel_I,4,-312,-200,112,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: Hel_I,Hellenistic,0
CY28,VVS 87,Mari Mesovouni,settlement,Hel_II,4,-200,-58,142,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: Hel_II,Hellenistic,0
CY28,VVS 87,Mari Mesovouni,settlement,E_Rom_I,4,-58,50,108,528400.0,3843500.0,33.31022311,34.73319626, ,A,"Todd 2004, pp. 119",La 17; Stanley Price 1979,POINT (33.31022311 34.73319626),ID: CY28<br>Toponym: Mari Mesovouni<br>Type: settlement<br>Period: E_Rom_I,Roman,0
