ID,SiteID,Toponym,Type,Period,subOcc,StartDate,EndDate,duration,Longitude,Latitude,Long_Cord,Lat_Cord,Notes,LocQual,Sources,surveyLink,geometry,popup_text,Period_large,Num_Inscriptions
CY494, ,Flamoudi Pefkoi,settlement,E_Rom_I,0,-58,50,108,577525.3213,3916038.378,33.85358071,35.38467997, ,C,Hadjisavvas 1991, ;  ,POINT (33.85358071 35.38467997),ID: CY494<br>Toponym: Flamoudi Pefkoi<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY494, ,Flamoudi Pefkoi,settlement,E_Rom_II,0,50,250,200,577525.3213,3916038.378,33.85358071,35.38467997, ,C,Hadjisavvas 1991, ;  ,POINT (33.85358071 35.38467997),ID: CY494<br>Toponym: Flamoudi Pefkoi<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY494, ,Flamoudi Pefkoi,settlement,L_Rom,0,250,400,150,577525.3213,3916038.378,33.85358071,35.38467997, ,C,Hadjisavvas 1991, ;  ,POINT (33.85358071 35.38467997),ID: CY494<br>Toponym: Flamoudi Pefkoi<br>Type: settlement<br>Period: L_Rom,Roman,0
CY495, ,Flamoudi Spilios,tombs,Hel_I,0,-312,-200,112,578681.5028,3919153.478,33.86660987,35.41267452, ,C,Hadjisavvas 1991, ;  ,POINT (33.86660987 35.41267452),ID: CY495<br>Toponym: Flamoudi Spilios<br>Type: tombs<br>Period: Hel_I,Hellenistic,0
CY495, ,Flamoudi Spilios,tombs,Hel_II,0,-200,-58,142,578681.5028,3919153.478,33.86660987,35.41267452, ,C,Hadjisavvas 1991, ;  ,POINT (33.86660987 35.41267452),ID: CY495<br>Toponym: Flamoudi Spilios<br>Type: tombs<br>Period: Hel_II,Hellenistic,0
CY496, ,Flamoudi Stavri,settlement,E_Rom_I,0,-58,50,108,578064.4733,3914798.328,33.8593978,35.37345777, ,C,Hadjisavvas 1991, ;  ,POINT (33.8593978 35.37345777),ID: CY496<br>Toponym: Flamoudi Stavri<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY496, ,Flamoudi Stavri,settlement,E_Rom_II,0,50,250,200,578064.4733,3914798.328,33.8593978,35.37345777, ,C,Hadjisavvas 1991, ;  ,POINT (33.8593978 35.37345777),ID: CY496<br>Toponym: Flamoudi Stavri<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY496, ,Flamoudi Stavri,settlement,L_Rom,0,250,400,150,578064.4733,3914798.328,33.8593978,35.37345777, ,C,Hadjisavvas 1991, ;  ,POINT (33.8593978 35.37345777),ID: CY496<br>Toponym: Flamoudi Stavri<br>Type: settlement<br>Period: L_Rom,Roman,0
CY497, ,Flamoudi Trachonas,sanctuary,CA_I,0,-750,-600,150,578783.3426,3916918.993,33.86751557,35.39252079, ,C,Hadjisavvas 1991, ;  ,POINT (33.86751557 35.39252079),ID: CY497<br>Toponym: Flamoudi Trachonas<br>Type: sanctuary<br>Period: CA_I,Archaic,0
CY497, ,Flamoudi Trachonas,sanctuary,CA_II,0,-600,-475,125,578783.3426,3916918.993,33.86751557,35.39252079, ,C,Hadjisavvas 1991, ;  ,POINT (33.86751557 35.39252079),ID: CY497<br>Toponym: Flamoudi Trachonas<br>Type: sanctuary<br>Period: CA_II,Archaic,0
CY497, ,Flamoudi Trachonas,sanctuary,CC_I,0,-475,-400,75,578783.3426,3916918.993,33.86751557,35.39252079, ,C,Hadjisavvas 1991, ;  ,POINT (33.86751557 35.39252079),ID: CY497<br>Toponym: Flamoudi Trachonas<br>Type: sanctuary<br>Period: CC_I,Classical,0
CY497, ,Flamoudi Trachonas,sanctuary,CC_II,0,-400,-312,88,578783.3426,3916918.993,33.86751557,35.39252079, ,C,Hadjisavvas 1991, ;  ,POINT (33.86751557 35.39252079),ID: CY497<br>Toponym: Flamoudi Trachonas<br>Type: sanctuary<br>Period: CC_II,Classical,0
CY497, ,Flamoudi Trachonas,sanctuary,Hel_I,0,-312,-200,112,578783.3426,3916918.993,33.86751557,35.39252079, ,C,Hadjisavvas 1991, ;  ,POINT (33.86751557 35.39252079),ID: CY497<br>Toponym: Flamoudi Trachonas<br>Type: sanctuary<br>Period: Hel_I,Hellenistic,0
CY497, ,Flamoudi Trachonas,sanctuary,Hel_II,0,-200,-58,142,578783.3426,3916918.993,33.86751557,35.39252079, ,C,Hadjisavvas 1991, ;  ,POINT (33.86751557 35.39252079),ID: CY497<br>Toponym: Flamoudi Trachonas<br>Type: sanctuary<br>Period: Hel_II,Hellenistic,0
CY498, ,Flamoudi Varkes,settlement,CC_I,0,-475,-400,75,577543.293,3918398.665,33.85400291,35.40595856, ,C,Hadjisavvas 1991, ;  ,POINT (33.85400291 35.40595856),ID: CY498<br>Toponym: Flamoudi Varkes<br>Type: settlement<br>Period: CC_I,Classical,0
CY498, ,Flamoudi Varkes,settlement,CC_II,0,-400,-312,88,577543.293,3918398.665,33.85400291,35.40595856, ,C,Hadjisavvas 1991, ;  ,POINT (33.85400291 35.40595856),ID: CY498<br>Toponym: Flamoudi Varkes<br>Type: settlement<br>Period: CC_II,Classical,0
CY498, ,Flamoudi Varkes,settlement,Hel_I,0,-312,-200,112,577543.293,3918398.665,33.85400291,35.40595856, ,C,Hadjisavvas 1991, ;  ,POINT (33.85400291 35.40595856),ID: CY498<br>Toponym: Flamoudi Varkes<br>Type: settlement<br>Period: Hel_I,Hellenistic,0
CY498, ,Flamoudi Varkes,settlement,Hel_II,0,-200,-58,142,577543.293,3918398.665,33.85400291,35.40595856, ,C,Hadjisavvas 1991, ;  ,POINT (33.85400291 35.40595856),ID: CY498<br>Toponym: Flamoudi Varkes<br>Type: settlement<br>Period: Hel_II,Hellenistic,0
CY498, ,Flamoudi Varkes,settlement,E_Rom_I,0,-58,50,108,577543.293,3918398.665,33.85400291,35.40595856, ,C,Hadjisavvas 1991, ;  ,POINT (33.85400291 35.40595856),ID: CY498<br>Toponym: Flamoudi Varkes<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY498, ,Flamoudi Varkes,settlement,E_Rom_II,0,50,250,200,577543.293,3918398.665,33.85400291,35.40595856, ,C,Hadjisavvas 1991, ;  ,POINT (33.85400291 35.40595856),ID: CY498<br>Toponym: Flamoudi Varkes<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY498, ,Flamoudi Varkes,settlement,L_Rom,0,250,400,150,577543.293,3918398.665,33.85400291,35.40595856, ,C,Hadjisavvas 1991, ;  ,POINT (33.85400291 35.40595856),ID: CY498<br>Toponym: Flamoudi Varkes<br>Type: settlement<br>Period: L_Rom,Roman,0
CY499,MC 138,Flamoudi Vounari,settlement,LC_IIA,0,-1550,-1450,100,577050.7064,3918248.562,33.84856429,35.40464349, ,B,Catling 1962, ;  ,POINT (33.84856429 35.40464349),ID: CY499<br>Toponym: Flamoudi Vounari<br>Type: settlement<br>Period: LC_IIA,LC,0
CY499,MC 138,Flamoudi Vounari,settlement,LC_IIB,0,-1450,-1300,150,577050.7064,3918248.562,33.84856429,35.40464349, ,B,Catling 1962, ;  ,POINT (33.84856429 35.40464349),ID: CY499<br>Toponym: Flamoudi Vounari<br>Type: settlement<br>Period: LC_IIB,LC,0
CY499,MC 138,Flamoudi Vounari,settlement,LC_IIC,0,-1300,-1200,100,577050.7064,3918248.562,33.84856429,35.40464349, ,B,Catling 1962, ;  ,POINT (33.84856429 35.40464349),ID: CY499<br>Toponym: Flamoudi Vounari<br>Type: settlement<br>Period: LC_IIC,LC,0
CY499,MC 138,Flamoudi Vounari,settlement,LC_IIIA,0,-1200,-1100,100,577050.7064,3918248.562,33.84856429,35.40464349, ,B,Catling 1962, ;  ,POINT (33.84856429 35.40464349),ID: CY499<br>Toponym: Flamoudi Vounari<br>Type: settlement<br>Period: LC_IIIA,LC,0
CY499,MC 138,Flamoudi Vounari,settlement,LC_IIIB,0,-1100,-1050,50,577050.7064,3918248.562,33.84856429,35.40464349, ,B,Catling 1962, ;  ,POINT (33.84856429 35.40464349),ID: CY499<br>Toponym: Flamoudi Vounari<br>Type: settlement<br>Period: LC_IIIB,LC,0
CY500, ,Flamoudi Vounari,sanctuary,CA_I,1,-750,-600,150,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: CA_I,Archaic,0
CY500, ,Flamoudi Vounari,sanctuary,CA_II,1,-600,-475,125,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: CA_II,Archaic,0
CY500, ,Flamoudi Vounari,sanctuary,CC_I,1,-475,-400,75,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: CC_I,Classical,0
CY500, ,Flamoudi Vounari,sanctuary,CC_II,1,-400,-312,88,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: CC_II,Classical,0
CY500, ,Flamoudi Vounari,sanctuary,Hel_I,1,-312,-200,112,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: Hel_I,Hellenistic,0
CY500, ,Flamoudi Vounari,sanctuary,Hel_II,1,-200,-58,142,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: Hel_II,Hellenistic,0
CY500, ,Flamoudi Vounari,sanctuary,E_Rom_I,1,-58,50,108,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: E_Rom_I,Roman,0
CY500, ,Flamoudi Vounari,sanctuary,E_Rom_II,1,50,250,200,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: E_Rom_II,Roman,0
CY500, ,Flamoudi Vounari,sanctuary,L_Rom,1,250,400,150,577567.2553,3918518.477,33.85427819,35.4070369, ,C,Hadjisavvas 1991, ;  ,POINT (33.85427819 35.4070369),ID: CY500<br>Toponym: Flamoudi Vounari<br>Type: sanctuary<br>Period: L_Rom,Roman,0
CY502,MC 59,Galinoporni Trachonas,cemetery,LC_IIA,0,-1550,-1450,100,622238.7103,3932698.58,34.34829523,35.530379, ,B,Catling 1962, ;  ,POINT (34.34829523 35.530379),ID: CY502<br>Toponym: Galinoporni Trachonas<br>Type: cemetery<br>Period: LC_IIA,LC,0
CY502,MC 59,Galinoporni Trachonas,cemetery,LC_IIB,0,-1450,-1300,150,622238.7103,3932698.58,34.34829523,35.530379, ,B,Catling 1962, ;  ,POINT (34.34829523 35.530379),ID: CY502<br>Toponym: Galinoporni Trachonas<br>Type: cemetery<br>Period: LC_IIB,LC,0
CY502,MC 59,Galinoporni Trachonas,cemetery,LC_IIC,0,-1300,-1200,100,622238.7103,3932698.58,34.34829523,35.530379, ,B,Catling 1962, ;  ,POINT (34.34829523 35.530379),ID: CY502<br>Toponym: Galinoporni Trachonas<br>Type: cemetery<br>Period: LC_IIC,LC,0
CY502,MC 59,Galinoporni Trachonas,cemetery,LC_IIIA,0,-1200,-1100,100,622238.7103,3932698.58,34.34829523,35.530379, ,B,Catling 1962, ;  ,POINT (34.34829523 35.530379),ID: CY502<br>Toponym: Galinoporni Trachonas<br>Type: cemetery<br>Period: LC_IIIA,LC,0
CY502,MC 59,Galinoporni Trachonas,cemetery,LC_IIIB,0,-1100,-1050,50,622238.7103,3932698.58,34.34829523,35.530379, ,B,Catling 1962, ;  ,POINT (34.34829523 35.530379),ID: CY502<br>Toponym: Galinoporni Trachonas<br>Type: cemetery<br>Period: LC_IIIB,LC,0
CY506, ,Gastria Alaas,cemetery,LC_IIA,1,-1550,-1450,100,594120.5397,3909958.63,34.03557545,35.32843947, ,A,http://www.mcw.gov.cy/mcw/DA/DA.nsf/All/13260B82483C0507C225727500534F3F?OpenDocument, ;  ,POINT (34.03557545 35.32843947),ID: CY506<br>Toponym: Gastria Alaas<br>Type: cemetery<br>Period: LC_IIA,LC,0
CY506, ,Gastria Alaas,cemetery,LC_IIB,1,-1450,-1300,150,594120.5397,3909958.63,34.03557545,35.32843947, ,A,http://www.mcw.gov.cy/mcw/DA/DA.nsf/All/13260B82483C0507C225727500534F3F?OpenDocument, ;  ,POINT (34.03557545 35.32843947),ID: CY506<br>Toponym: Gastria Alaas<br>Type: cemetery<br>Period: LC_IIB,LC,0
CY506, ,Gastria Alaas,cemetery,LC_IIC,1,-1300,-1200,100,594120.5397,3909958.63,34.03557545,35.32843947, ,A,http://www.mcw.gov.cy/mcw/DA/DA.nsf/All/13260B82483C0507C225727500534F3F?OpenDocument, ;  ,POINT (34.03557545 35.32843947),ID: CY506<br>Toponym: Gastria Alaas<br>Type: cemetery<br>Period: LC_IIC,LC,0
CY506, ,Gastria Alaas,cemetery,LC_IIIA,1,-1200,-1100,100,594120.5397,3909958.63,34.03557545,35.32843947, ,A,http://www.mcw.gov.cy/mcw/DA/DA.nsf/All/13260B82483C0507C225727500534F3F?OpenDocument, ;  ,POINT (34.03557545 35.32843947),ID: CY506<br>Toponym: Gastria Alaas<br>Type: cemetery<br>Period: LC_IIIA,LC,0
CY506, ,Gastria Alaas,cemetery,LC_IIIB,1,-1100,-1050,50,594120.5397,3909958.63,34.03557545,35.32843947, ,A,http://www.mcw.gov.cy/mcw/DA/DA.nsf/All/13260B82483C0507C225727500534F3F?OpenDocument, ;  ,POINT (34.03557545 35.32843947),ID: CY506<br>Toponym: Gastria Alaas<br>Type: cemetery<br>Period: LC_IIIB,LC,0
CY507, ,Gastria Kastros,settlement,Hel_I,0,-312,-200,112,589473.6337,3909612.55,33.98441624,35.32574645, ,C,Hadjisavvas 1991, ;  ,POINT (33.98441624 35.32574645),ID: CY507<br>Toponym: Gastria Kastros<br>Type: settlement<br>Period: Hel_I,Hellenistic,0
CY507, ,Gastria Kastros,settlement,Hel_II,0,-200,-58,142,589473.6337,3909612.55,33.98441624,35.32574645, ,C,Hadjisavvas 1991, ;  ,POINT (33.98441624 35.32574645),ID: CY507<br>Toponym: Gastria Kastros<br>Type: settlement<br>Period: Hel_II,Hellenistic,0
CY508, ,Gastria Konnos,necropolis,CG_I,0,-1050,-950,100,590432.1262,3910264.325,33.99503247,35.33153627, ,C,Hadjisavvas 1991, ;  ,POINT (33.99503247 35.33153627),ID: CY508<br>Toponym: Gastria Konnos<br>Type: necropolis<br>Period: CG_I,Geometric,0
CY508, ,Gastria Konnos,necropolis,CG_II,0,-950,-900,50,590432.1262,3910264.325,33.99503247,35.33153627, ,C,Hadjisavvas 1991, ;  ,POINT (33.99503247 35.33153627),ID: CY508<br>Toponym: Gastria Konnos<br>Type: necropolis<br>Period: CG_II,Geometric,0
CY508, ,Gastria Konnos,necropolis,CG_III,0,-900,-750,150,590432.1262,3910264.325,33.99503247,35.33153627, ,C,Hadjisavvas 1991, ;  ,POINT (33.99503247 35.33153627),ID: CY508<br>Toponym: Gastria Konnos<br>Type: necropolis<br>Period: CG_III,Geometric,0
CY508, ,Gastria Konnos,necropolis,CA_I,0,-750,-600,150,590432.1262,3910264.325,33.99503247,35.33153627, ,C,Hadjisavvas 1991, ;  ,POINT (33.99503247 35.33153627),ID: CY508<br>Toponym: Gastria Konnos<br>Type: necropolis<br>Period: CA_I,Archaic,0
CY508, ,Gastria Konnos,necropolis,CA_II,0,-600,-475,125,590432.1262,3910264.325,33.99503247,35.33153627, ,C,Hadjisavvas 1991, ;  ,POINT (33.99503247 35.33153627),ID: CY508<br>Toponym: Gastria Konnos<br>Type: necropolis<br>Period: CA_II,Archaic,0
CY510, ,Gastria Mouti tou Marathou,settlement,CG_I,0,-1050,-950,100,591256.4297,3912171.725,34.00431389,35.34865753, ,C,Hadjisavvas 1991, ;  ,POINT (34.00431389 35.34865753),ID: CY510<br>Toponym: Gastria Mouti tou Marathou<br>Type: settlement<br>Period: CG_I,Geometric,0
CY510, ,Gastria Mouti tou Marathou,settlement,CG_II,0,-950,-900,50,591256.4297,3912171.725,34.00431389,35.34865753, ,C,Hadjisavvas 1991, ;  ,POINT (34.00431389 35.34865753),ID: CY510<br>Toponym: Gastria Mouti tou Marathou<br>Type: settlement<br>Period: CG_II,Geometric,0
CY510, ,Gastria Mouti tou Marathou,settlement,CG_III,0,-900,-750,150,591256.4297,3912171.725,34.00431389,35.34865753, ,C,Hadjisavvas 1991, ;  ,POINT (34.00431389 35.34865753),ID: CY510<br>Toponym: Gastria Mouti tou Marathou<br>Type: settlement<br>Period: CG_III,Geometric,0
CY510, ,Gastria Mouti tou Marathou,settlement,CA_I,0,-750,-600,150,591256.4297,3912171.725,34.00431389,35.34865753, ,C,Hadjisavvas 1991, ;  ,POINT (34.00431389 35.34865753),ID: CY510<br>Toponym: Gastria Mouti tou Marathou<br>Type: settlement<br>Period: CA_I,Archaic,0
CY510, ,Gastria Mouti tou Marathou,settlement,CA_II,0,-600,-475,125,591256.4297,3912171.725,34.00431389,35.34865753, ,C,Hadjisavvas 1991, ;  ,POINT (34.00431389 35.34865753),ID: CY510<br>Toponym: Gastria Mouti tou Marathou<br>Type: settlement<br>Period: CA_II,Archaic,0
CY512, ,Gastria Platsa tou Lakkiou,settlement,E_Rom_I,0,-58,50,108,590182.9181,3909813.834,33.99224114,35.32749736, ,C,Hadjisavvas 1991, ;  ,POINT (33.99224114 35.32749736),ID: CY512<br>Toponym: Gastria Platsa tou Lakkiou<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY512, ,Gastria Platsa tou Lakkiou,settlement,E_Rom_II,0,50,250,200,590182.9181,3909813.834,33.99224114,35.32749736, ,C,Hadjisavvas 1991, ;  ,POINT (33.99224114 35.32749736),ID: CY512<br>Toponym: Gastria Platsa tou Lakkiou<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY512, ,Gastria Platsa tou Lakkiou,settlement,L_Rom,0,250,400,150,590182.9181,3909813.834,33.99224114,35.32749736, ,C,Hadjisavvas 1991, ;  ,POINT (33.99224114 35.32749736),ID: CY512<br>Toponym: Gastria Platsa tou Lakkiou<br>Type: settlement<br>Period: L_Rom,Roman,0
CY513, ,Gastria Voutsa tou Liasi,settlement,Hel_I,0,-312,-200,112,590997.6367,3910398.514,34.0012689,35.33269469, ,C,Hadjisavvas 1991, ;  ,POINT (34.0012689 35.33269469),ID: CY513<br>Toponym: Gastria Voutsa tou Liasi<br>Type: settlement<br>Period: Hel_I,Hellenistic,0
CY513, ,Gastria Voutsa tou Liasi,settlement,Hel_II,0,-200,-58,142,590997.6367,3910398.514,34.0012689,35.33269469, ,C,Hadjisavvas 1991, ;  ,POINT (34.0012689 35.33269469),ID: CY513<br>Toponym: Gastria Voutsa tou Liasi<br>Type: settlement<br>Period: Hel_II,Hellenistic,0
CY516, ,Gerani Aronas,sanctuary,CC_I,0,-475,-400,75,584039.9398,3914255.416,33.9251174,35.3680773, ,C,Hadjisavvas 1991, ;  ,POINT (33.9251174 35.3680773),ID: CY516<br>Toponym: Gerani Aronas<br>Type: sanctuary<br>Period: CC_I,Classical,0
CY516, ,Gerani Aronas,sanctuary,CC_II,0,-400,-312,88,584039.9398,3914255.416,33.9251174,35.3680773, ,C,Hadjisavvas 1991, ;  ,POINT (33.9251174 35.3680773),ID: CY516<br>Toponym: Gerani Aronas<br>Type: sanctuary<br>Period: CC_II,Classical,0
CY516, ,Gerani Aronas,sanctuary,Hel_I,0,-312,-200,112,584039.9398,3914255.416,33.9251174,35.3680773, ,C,Hadjisavvas 1991, ;  ,POINT (33.9251174 35.3680773),ID: CY516<br>Toponym: Gerani Aronas<br>Type: sanctuary<br>Period: Hel_I,Hellenistic,0
CY516, ,Gerani Aronas,sanctuary,Hel_II,0,-200,-58,142,584039.9398,3914255.416,33.9251174,35.3680773, ,C,Hadjisavvas 1991, ;  ,POINT (33.9251174 35.3680773),ID: CY516<br>Toponym: Gerani Aronas<br>Type: sanctuary<br>Period: Hel_II,Hellenistic,0
CY517, ,Gerani Kaminia,settlement,E_Rom_I,0,-58,50,108,582441.1744,3915336.595,33.90762921,35.37795839, ,C,Hadjisavvas 1991, ;  ,POINT (33.90762921 35.37795839),ID: CY517<br>Toponym: Gerani Kaminia<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY517, ,Gerani Kaminia,settlement,E_Rom_II,0,50,250,200,582441.1744,3915336.595,33.90762921,35.37795839, ,C,Hadjisavvas 1991, ;  ,POINT (33.90762921 35.37795839),ID: CY517<br>Toponym: Gerani Kaminia<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY517, ,Gerani Kaminia,settlement,L_Rom,0,250,400,150,582441.1744,3915336.595,33.90762921,35.37795839, ,C,Hadjisavvas 1991, ;  ,POINT (33.90762921 35.37795839),ID: CY517<br>Toponym: Gerani Kaminia<br>Type: settlement<br>Period: L_Rom,Roman,0
CY518, ,Gerani Lakkovounara,settlement,E_Rom_I,0,-58,50,108,582602.2011,3914180.653,33.9092849,35.36752338, ,C,Hadjisavvas 1991, ;  ,POINT (33.9092849 35.36752338),ID: CY518<br>Toponym: Gerani Lakkovounara<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY518, ,Gerani Lakkovounara,settlement,E_Rom_II,0,50,250,200,582602.2011,3914180.653,33.9092849,35.36752338, ,C,Hadjisavvas 1991, ;  ,POINT (33.9092849 35.36752338),ID: CY518<br>Toponym: Gerani Lakkovounara<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY518, ,Gerani Lakkovounara,settlement,L_Rom,0,250,400,150,582602.2011,3914180.653,33.9092849,35.36752338, ,C,Hadjisavvas 1991, ;  ,POINT (33.9092849 35.36752338),ID: CY518<br>Toponym: Gerani Lakkovounara<br>Type: settlement<br>Period: L_Rom,Roman,0
CY519, ,Gerani Leivadi,settlement,E_Rom_I,0,-58,50,108,582055.8604,3914456.699,33.90329919,35.37005724, ,C,Hadjisavvas 1991, ;  ,POINT (33.90329919 35.37005724),ID: CY519<br>Toponym: Gerani Leivadi<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY519, ,Gerani Leivadi,settlement,E_Rom_II,0,50,250,200,582055.8604,3914456.699,33.90329919,35.37005724, ,C,Hadjisavvas 1991, ;  ,POINT (33.90329919 35.37005724),ID: CY519<br>Toponym: Gerani Leivadi<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY519, ,Gerani Leivadi,settlement,L_Rom,0,250,400,150,582055.8604,3914456.699,33.90329919,35.37005724, ,C,Hadjisavvas 1991, ;  ,POINT (33.90329919 35.37005724),ID: CY519<br>Toponym: Gerani Leivadi<br>Type: settlement<br>Period: L_Rom,Roman,0
CY520, ,Gerani Mantra tou Berri,settlement,E_Rom_I,0,-58,50,108,583211.8023,3913329.512,33.91590795,35.35979903, ,C,Hadjisavvas 1991, ;  ,POINT (33.91590795 35.35979903),ID: CY520<br>Toponym: Gerani Mantra tou Berri<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY520, ,Gerani Mantra tou Berri,settlement,E_Rom_II,0,50,250,200,583211.8023,3913329.512,33.91590795,35.35979903, ,C,Hadjisavvas 1991, ;  ,POINT (33.91590795 35.35979903),ID: CY520<br>Toponym: Gerani Mantra tou Berri<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY520, ,Gerani Mantra tou Berri,settlement,L_Rom,0,250,400,150,583211.8023,3913329.512,33.91590795,35.35979903, ,C,Hadjisavvas 1991, ;  ,POINT (33.91590795 35.35979903),ID: CY520<br>Toponym: Gerani Mantra tou Berri<br>Type: settlement<br>Period: L_Rom,Roman,0
CY521, ,Gerani Mouttarka,settlement,E_Rom_I,0,-58,50,108,583608.6182,3912259.834,33.92016577,35.35012191, ,C,Hadjisavvas 1991, ;  ,POINT (33.92016577 35.35012191),ID: CY521<br>Toponym: Gerani Mouttarka<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY522, ,Gerani Tumpari tis Fakis,settlement,E_Rom_I,0,-58,50,108,583873.1621,3914893.772,33.92334726,35.37384658, ,C,Hadjisavvas 1991, ;  ,POINT (33.92334726 35.37384658),ID: CY522<br>Toponym: Gerani Tumpari tis Fakis<br>Type: settlement<br>Period: E_Rom_I,Roman,0
CY522, ,Gerani Tumpari tis Fakis,settlement,E_Rom_II,0,50,250,200,583873.1621,3914893.772,33.92334726,35.37384658, ,C,Hadjisavvas 1991, ;  ,POINT (33.92334726 35.37384658),ID: CY522<br>Toponym: Gerani Tumpari tis Fakis<br>Type: settlement<br>Period: E_Rom_II,Roman,0
CY522, ,Gerani Tumpari tis Fakis,settlement,L_Rom,0,250,400,150,583873.1621,3914893.772,33.92334726,35.37384658, ,C,Hadjisavvas 1991, ;  ,POINT (33.92334726 35.37384658),ID: CY522<br>Toponym: Gerani Tumpari tis Fakis<br>Type: settlement<br>Period: L_Rom,Roman,0
CY526,LC 89,Hala Sultan Tekke Vizaja,settlement,LC_IIA,0,-1550,-1450,100,555053.0599,3860783.508,33.60248629,34.88795618, ,B,Catling 1962, ;  ,POINT (33.60248629 34.88795618),ID: CY526<br>Toponym: Hala Sultan Tekke Vizaja<br>Type: settlement<br>Period: LC_IIA,LC,40
CY526,LC 89,Hala Sultan Tekke Vizaja,settlement,LC_IIB,0,-1450,-1300,150,555053.0599,3860783.508,33.60248629,34.88795618, ,B,Catling 1962, ;  ,POINT (33.60248629 34.88795618),ID: CY526<br>Toponym: Hala Sultan Tekke Vizaja<br>Type: settlement<br>Period: LC_IIB,LC,40
CY526,LC 89,Hala Sultan Tekke Vizaja,settlement,LC_IIC,0,-1300,-1200,100,555053.0599,3860783.508,33.60248629,34.88795618, ,B,Catling 1962, ;  ,POINT (33.60248629 34.88795618),ID: CY526<br>Toponym: Hala Sultan Tekke Vizaja<br>Type: settlement<br>Period: LC_IIC,LC,40
CY526,LC 89,Hala Sultan Tekke Vizaja,settlement,LC_IIIA,0,-1200,-1100,100,555053.0599,3860783.508,33.60248629,34.88795618, ,B,Catling 1962, ;  ,POINT (33.60248629 34.88795618),ID: CY526<br>Toponym: Hala Sultan Tekke Vizaja<br>Type: settlement<br>Period: LC_IIIA,LC,40
CY526,LC 89,Hala Sultan Tekke Vizaja,settlement,LC_IIIB,0,-1100,-1050,50,555053.0599,3860783.508,33.60248629,34.88795618, ,B,Catling 1962, ;  ,POINT (33.60248629 34.88795618),ID: CY526<br>Toponym: Hala Sultan Tekke Vizaja<br>Type: settlement<br>Period: LC_IIIB,LC,40
CY527,MC 63,Hala Sultan Tekke Vizaja,cemetery,LC_IIA,0,-1550,-1450,100,555053.0599,3860783.508,33.60248629,34.88795618, ,B,Catling 1962, ;  ,POINT (33.60248629 34.88795618),ID: CY527<br>Toponym: Hala Sultan Tekke Vizaja<br>Type: cemetery<br>Period: LC_IIA,LC,40
CY527,MC 63,Hala Sultan Tekke Vizaja,cemetery,LC_IIB,0,-1450,-1300,150,555053.0599,3860783.508,33.60248629,34.88795618, ,B,Catling 1962, ;  ,POINT (33.60248629 34.88795618),ID: CY527<br>Toponym: Hala Sultan Tekke Vizaja<br>Type: cemetery<br>Period: LC_IIB,LC,40
